visit_id	wifi_id	date	indices
v31825	72270	17275	485494;485495;485496;485497;485498;485499;485501;485511;485516;485520;485535;485540;485541;485589;485590
v31884	72549	17194	127668;127669;127673;127674;127675;127683;127684;127696;127697;127700;127701;127702;127707;127711
v32734	77824	17278	497154;497155;497156;497158;497159;497160;497179;497180;497186
v33126	80435	17237	337961;337962;337963;337964;337965;337976;337977;337983;337992;337993
v33127	80435	17238	340218;340219;340220;340221;340224;340226;340228;340229
v33271	81355	17314	605170;605171;605173;605179;605180;605189;605190;605191;605200;605201;605211;605212;605217;605218
v33272	81355	17315	607460;607461;607464;607465;607486
v33416	82239	17297	548895;548896;548897;548898;548899;548904;548905;548906
v33551	82980	17271	473043;473044;473045;473049;473050;473127;473128;473129;473130;473155;473158
v33592	83236	17190	114192;114193;114195;114199;114201;114209;114210
v33593	83236	17192	121089;121108;121333;121334;121335;121338
v33594	83236	17202	169212
v33714	84179	17199	151882;151883;151885;151886;151888;151889;151890;151894;151928;151946;151948;151949;151952;151960;152079;152121;152122;152123;152167;152214
v33799	84787	17309	585462
v33884	85438	17212	217396;217397;217401;217403;217414;217419;217426;217449;217590;217634;217639;217640;217644;217652;217700;217705
v34181	87810	17221	260535;260536;260542;260545;260553;260556;260564;260566;260591;260592;260602;260603;260604;260606
v34319	88822	17227	288139;288146;288147;288153;288189;288204;288221;288225;288226;288554;288555;288556;288585;288586;288587;288602;288611;288612;288651;288652
v34617	91053	17337	679157;679160;679161;679162;679171;679173;679174;679195;679196;679201;679202;679204;679207;679218
v34618	91053	17340	687285
v34652	91300	17188	104078;104088;104089;104097;104103;104117;104118
v34653	91300	17223	271533;271535;271555;271567;271568;271569;271573;271588;271590;271591;271592
v34668	91343	17243	364896;364897;364901;364912;364913;364922;364929;364942;364980;365017;365025
v34669	91343	17266	453321;453322;453325;453328;453329;453330;453393;453394
v34721	91735	17312	594158;594159;594350;594351;594354;594355;594356;594357;594362;594364;594365;594375;594378;594379;594380;594381
v34722	91735	17314	605112;605113
v35106	94734	17345	702728;702729
v35158	95110	17245	369885;369886;369888;369890;369891;369895;369914
v35159	95110	17326	641114;641115;641116;641117;641118;641119
v35229	95515	17214	223914;223917;223919
v35230	95515	17216	235643;235644;235645;235646;235648;235679;235691;235692;235701;235717
v35236	95554	17335	673106;673107;673108;673109;673165
v35237	95554	17338	681378;681379
v35365	96613	17273	477691;477692;477693;477694;477695;477713;477721;477722;477723;477725;477747;477748;477753;477754;477764;477768
v35395	96895	17228	294474;294475;294486;294491;294501;294502;294540;294541;294552;294553
v35396	96895	17312	594798;594804;594807;594810;594814;594826;594828
v35482	97679	17258	421155;421156;421157;421158;421159;421160
v35494	97748	17186	96637;96638;96639;96644;96647
v35495	97748	17188	103764;103765;103766;103767;103772;103773;103779;103783;103839;103905;103906;103907
v35559	98218	17215	229024;229025;229026;229042;229046;229047;229067;229070;229079;229087;229092;229093;229135;229136;229137;229138;229146;229147
v35654	99120	17223	274367;274368;274369;274370;274371;274382;274385;274396;274430;274444;274445;274493;274498;274555;274559;274561;274562;274564
v35680	99387	17303	568685
v35681	99387	17305	572433
v35682	99387	17343	696499;696500;696514;696519
v35735	99806	17341	688448;688449;688450;688451;688452;688479;688480;688481;688482;688484;688505
v35802	100304	17334	665872;665873;665888;665892;665893;665895;665906;665907
v35892	101000	17200	159252;159253;159254;159255;159261;159262;159314;159332;159335;159369;159376;159379;159380;159420;159429;159436;159440
v36320	104117	17215	232592;232597
v36321	104117	17216	238952;238953;238988;238989;238990;238999;239000;239043;239083;239118;239131;239134;239141
v36334	104280	17269	464183;464184;464185;464186;464187;464195;464206;464268;464269;464342;464346;464347;464997;464998;465004;465016
v36350	104365	17223	272261;272262;272263;272276;272296;272297;272307;272308;272311;272326;272327;272341
v36508	105477	17179	60755;60756;60757;60759;60760;60775;60797;60798;60799;60804;60820;60920;60921;60924;60926;60930;60931;60932
v36630	106502	17240	352172;352173;352174;352181;352182;352185
v36631	106502	17241	356162;356164;356173;356174
v36673	106988	17299	557108;557109;557110;557113;557114;557115;557118;557119;557135;557136;557138;557141;557149;557150;557223;557226;557227
v36684	107039	17214	225914;225915;225919;225920;225923;225925
v36785	107778	17305	573559;573560;573569;573570;573571;573573;573576;573577;573578;573580;573593;573594;573595;573596
v36826	108078	17180	68259;68260;68290;68291;68292;68293;68295;68296;68313;68351;68361;68365;68366;68375;68449
v37169	111026	17261	435090;435091;435092;435093;435095;435096;435467;435468;435469;435471;435472;435475;435493;435563;435564;435573
v37430	113140	17273	479037;479038;479041;479042
v37431	113140	17277	490396;490397;490398
v37818	116566	17194	128559;128560;128568;128569;128571
v37819	116566	17195	134856;134871;134872;134875;134879;134895;134896
v37820	116566	17196	137736;137737
v38077	118721	17262	437589;437590;437591;437592;437603;437620
v38427	121835	17175	42865;42866;42873;42882;42890;42944;42945;42972;42999;43013
v38428	121835	17181	70407;70408
v38542	122851	17210	207403;207404;207406;207407;207408;207409;207411;207417;207461;207462;207481;207490;207491;207492
v38760	124697	17322	630701;630702;630704;630705;630713;630717;630718;630719;630722;630723;630727;630733;630742;630743
v38940	126381	17238	343169;343170;343175;343178;343194;343195;343198;343199;343208;343209;343219;343221;343222
v39052	127250	17256	412981;412982;412983;412984;412985;412986;412993;412994;413013
v39321	129371	17173	29399;29400;29404;29405;29406;29407;29408;29485;29486
v39322	129371	17174	35620;35621;35622;35627;35688;35691
v39420	130247	17333	663781;663782;663783;663857;663858;663886;663888
v39558	131533	17171	22869;22870;22871;22873;22875;22877;22878;22879;22912;22913;22919;22927
v39615	132080	17212	215408;215409;215427;215428;215429;215524;215531;215532;215533;215574;215679;215680;215681;215682;215683;215686
v39618	132148	17298	553837;553838;553839;553840;553841;553847;553848;553850
v39619	132148	17303	566724;566725;566726;566727;566732;566738;566742
v39622	132186	17181	68898;68899;68918;68922;68923;68924;68937;68938;68939;68940;68941;68943;68969;68977;68984
v39837	134072	17279	498745;498746;498747;498749
v39838	134072	17280	501345;501346
v39839	134072	17281	503604;503605;503606;503607;503609;503610;503615
v39929	134902	17198	147975;147976;147977;147985;147986;147999;148023;148024;148059;148060;148061
v40029	135721	17324	634558;634559;634560;634561;634563;634565;634566;634585;634586;634587;634588;634589;634598;634599
v40212	137496	17234	323779;323780;323784;323785;323787;323795;323796;323800;323801;323804;323814;323857;323860;323861;323863
v40429	139334	17170	17248;17249;17252
v40515	140175	17214	223707;223708;223709;223710;223711;223712;223713;223729;223730;223731;223732;223733;223734
v40825	143052	17336	674445;674446;674452;674460;674464;674472;674493;674494;674631;674632;674646
v40960	144124	17230	303129;303130;303131;303132;303135;303137;303148;303149;303183;303184;303185;303189;303190;303192
v41017	144699	17314	605541;605549;605550;605562;605567;605572;605576;605596;605597;605598;605600;605601;605616
v41229	146738	17323	632958;632959;632960;632967;632968;632974;632976;632978;632990;632991;632992;632993;632994;632995
v41369	148144	17183	80100;80101;80102;80103;80112;80113;80124;80138;80139;80146;80155;80158;80159;80223;80238
v41382	148222	17325	638631;638632;638635;638636;638638;638639;638658;638661;638669;638670;638673;638675
v41551	149839	17214	228716;228717;228718;228720;228721;228723;228729
v41552	149839	17221	262665;262666;262667;262681;262682;262683
v41626	150472	17199	154356;154357;154358;154359;154364;154373;154374;154392;154396;154397;154404;154413
v41660	150797	17183	80090;80091;80095;80096;80104;80105;80110;80121;80160;80161;80168;80171;80172
v41663	150811	17273	477590;477591;477592;477593;477656;477657;477658;477700;477701;477706;477707;477711
v41781	151861	17219	252983;252984;252993;252997;252998;253000;253012
v41789	151975	17309	585849;585850;585851;585852;585853;585854;585867;585871;585872;585873;585874;585875;585882
v42187	155728	17175	42792;42793;42794;42795;42796;42798;42799;42800;42816;42817;42821;42822;42823
v42248	156227	17307	580122;580123;580134;580135;580141;580153;580154;580155;580164;580165
v42312	156834	17340	686961;686962;686982;686983;686984;686990;686991;687066;687067;687072;687073;687088;687100;687101
v42483	158385	17335	672461;672462;672468;672469;672470;672471;672472;672476;672477;672478;672484
v42491	158479	17321	625157;625160;625162;625163;625164;625165;625169;625170;625171;625172;625184
v42555	159035	17195	132804
v42556	159035	17196	138910;138911;138913;138915;138916;138918
v42575	159234	17343	694724;694725
v42576	159234	17347	705960;705965
v42793	161409	17184	86380;86381;86382;86399;86400;86401;86416;86427;86428;86509;86510;86513
v42809	161507	17187	98007;98008;98009;98013;98015;98016;98019;98032;98034;98036;98039;98043;98051
v42964	162879	17262	437756;437757;437830;437831;437832;437833;437835;437836;437837;437839;437841;437869
v42975	162933	17193	123788;123789;123790;123792;123793;123801;123808;123811;123812;123814;123815;123818;123819;123829
v43058	163613	17190	113898;113900;113901;113902;113903;113904;113913;113914;113931;113932;113933;113934;113935;113941
v43061	163645	17282	506671;506672;506673;506674;506675;506680;506681;506684;506720;506721;506722;506723;506725;506729
v43194	165121	17218	247870;247871;247872;247874;247876;247888;247889;247898;247899;247907
v43229	165507	17195	131615;131617;131646;131664;131665;131674;131690;131751;131868;131877;131878;131959
