visit_id	wifi_id	date	indices
v2633	1949	17257	376776;376779;376780;376795;376800;376801;376809;376831;376832;376833;376837
v2939	2225	17184	77660;77661;77662;77666;77673;77674;77676;77677;77679;77681;77682;77683;77696;77698;77713;77732;78071;78078;78084;78108;78109;78144;78150;78164
v2940	2225	17233	289963;289964;289965;289966
v2941	2225	17254	365393;365394;365395;365396;365398;365415;365417;365418
v3340	2626	17258	378489;378490;378491;378492;378503;378504;378513;378514;378522;378527;378541;378548
v3341	2626	17279	415313;415314;415315;415316;415322;415329;415330;415397;415398;415402;415408;415416;415426
v3342	2626	17290	434637;434638;434639;434640;434645;434647;434670;434694;434695;434699;434704;434725
v3597	2856	17177	52143;52144;52146
v3598	2856	17181	68404;68405;68409;68410;68414;68416;68417;68427;68428;68431;68432;68462;68463;68467;68489;68511;68512
v3599	2856	17236	302508;302509
v3600	2856	17346	536672
v4408	3604	17215	218513;218514;218516;218527;218528;218537;218542;218544
v4924	4108	17249	349200;349201;349202;349203;349208;349209;349211;349219;349236
v4925	4108	17341	527992;527993;527994;527995
v5046	4240	17253	364208;364209;364210;364211;364212;364214;364219;364222;364223;364225;364293;364295;364330;364335;364353;364356;364369;364375
v5245	4463	17181	67430;67431;67432;67436;67440;67442;67452;67456;67472;67482;67485;67488;67493;67515;67517;67521;67569;67880;67885;67896;67897;67902;67911;67916;67932
v5246	4463	17250	353748;353749;353750;353751;353752;353756;353759;353760;353761;353763;353784;353786;353787;353788
v5483	4756	17176	50200;50201;50202;50203;50209;50223;50224;50227;50229;50231;50238;50239;50240;50241;50242;50264
v5484	4756	17335	516078;516079;516080;516088;516092;516101;516102;516147;516148;516149;516161;516177;516387;516388;516396
v5485	4756	17340	524943;524944;524945;524946;524947;524952;524954
v5840	5152	17227	266532;266533;266534;266536;266538
v5872	5193	17224	258717;258718;258719;258720;258721;258722;258726;258734;258736;258737;258738
v5982	5322	17214	211169;211170;211171;211172
v5983	5322	17277	410394;410395;410396
v6337	5737	17279	414636;414637;414640;414641;414650;414651
v7066	6622	17199	146521;146522;146526;146527;146535;146536;146561;146562;146574;146657;146661;146668;146673;146674
v7067	6622	17232	286839;286843;286845;286851;286852;286853;286903;286904;286996;286997;287001;287004
v7068	6622	17246	341880;341923;341924;341925;341930
v7269	6884	17190	108624;108625;108644
v7270	6884	17208	189098;189099;189101
v7531	7242	17222	245577;245579;245591;245595;245600;245605;245610;245623;245626;245632;245635;245642;246026;246027;246030;246040;246062;246069
v7762	7508	17168	10623;10624;10640;10642;10652;10695;10727;10736;10737;11070;11074;11636
v7763	7508	17218	230840;230844;230854;230860;230861;230889;230891;230929;230962;231007
v7931	7725	17215	216784;216785;216786;216787;216789;216793;216794;216795
v8054	7860	17187	94414;94415;94424;94440;94444;94463;94464;94465;94476;94482;94519;94570;94573
v8055	7860	17200	151265;151266;151268;151270;151273;151279
v8056	7860	17247	343932;343933;343934;343935;343936;343937;343941;343942;343943;343944;343949
v8078	7885	17226	264291;264292;264293;264296;264334;264336;264338;265409;265410;265411;265420;265422
v8079	7885	17272	401308;401309;401310;401311;401313
v8080	7885	17307	462433
v8081	7885	17327	501224;501226;501227;501228
v8369	8209	17219	235788;235789;235792;235793;235798;235801;235805;235807;235808
v8403	8276	17225	259538;259539;259540;259541;259545;259551;259552;259553;259555;259568;259633;259669;259673;259675;259737;259756
v8404	8276	17230	282481;282482;282483;282487;282497;282500;282501;282503;282508;282525;282526;282527;282532
v8415	8289	17214	212833;212834;212837;212852;212881;212883;212884;212893;212923;213086;213155;213162;213163;213170;213177;213186
v8416	8289	17270	396976;396977;396978;396979;396980;396984;396986;396989;397028;397032;397036;397045;397070;397124
v8584	8506	17205	175446;175447;175452;175457;175462;175463;175485;175534;175536;175537;175539;175541;175548;175644;175649;175650;175651;175678;175703;175704;175713
v8625	8560	17190	106083;106085;106086;106087
v8626	8560	17241	322717;322718;322720;322721
v8627	8560	17323	494254;494255;494257;494261;494298;494303;494304;494319
v8898	8866	17271	399486;399487;399488;399492;399493;399496;399501;399597;399620;399646;399663;399728;399729;399736;399737
v8944	8937	17229	275540;275541;275542
v9305	9410	17170	21746;21747;21752;21753;21762;21783;21785;21845;21852;21854;21880;21898;21899;21901;21902;21910;21912
v9328	9454	17256	371666;371668;371669;371670;371671;371672;371683;371684;371685;371689;371692;371723;371762;372276;372277;372278;372287;372335;372336;372429
v9569	9828	17222	248664;248665;248666;248682;248703;248712;248713;248726;248732;248734;248741;248788;248805;248817
v9570	9828	17237	310647;310651;310652;310656;310663;310666;310667;310668;310669;310797;310813;310855;310859
v9647	9937	17169	18214;18215;18216;18217;18220;18224;18225;18235;18245;18246;18247;18248;18253
v9826	10152	17167	4604;4605;4606;4613;4624;4639;4640;4687;4752;4764;4780;4814
v9827	10152	17236	303012;303013;303014;303016;303017;303034;303037
v9828	10152	17341	526779;526780;526781;526782;526785;526787;526790
v10033	10443	17171	28586;28587;28588;28589;28590;28591;28595;28596;28599;28600;28601;28602;28614
v10034	10443	17178	57074;57075;57076;57083;57087;57093;57096;57098;57107;57112;57132;57148;57174;57175;57176
v10364	10877	17244	334597;334598;334679;334682;334683;334685;334687;334717;334719;334749;334750;334768;334791
v10448	11036	17297	445211;445212
v10470	11087	17192	113487;113488;113489;113493
v10471	11087	17233	291536;291537;291538;291541;291760;291761;291772;291773;291775;292070;292105;292109;292110;292224;292225;292226;292478;292483;292513;292563;292565;292566
v10667	11402	17168	8887;8888;8889;8893;8907
v10668	11402	17233	289996;289997;289998;289999;290009
v10757	11548	17334	512395;512396;512398;512399;512461;512462
v10758	11548	17335	516672;516680;516681;516728;516750;516752;516759
v10759	11548	17341	527850;527851;527852;527865;527866;527917;527920;527921;527922
v10870	11704	17332	508863;508864;508865;508867;508887;508895;508896;508897
v10964	11818	17184	78167;78168;78169;78170;78181;78182;78185;78205;78474
v10965	11818	17225	259987;259988;259989;259992;259993;259999;260009;260031;260032;260033;260034;260048;260496;260530;260625;260626;260673;260674
v11004	11876	17222	245549;245550;245552;245555;245561
v11005	11876	17295	442548;442549;442553
v11236	12220	17245	337806;337807;337808;337813;337814;337825
v11322	12342	17258	379352;379353;379359;379361
v11385	12425	17220	238754;238755;238756;238761;238763;238771;240011;240012;240013;240015;240016
v11391	12434	17186	85874;85875;85876;85878
v11392	12434	17203	167057;167058;167065;167070;167081;167099;167116;167127;167143;167154;167155;167157;167161;167259;167276;167277
v11534	12657	17187	92994;92995;92996;92999;93001;93014;93015;93016;93018;93019;93034;93048
v11708	12930	17182	72489;72490;72495;72496;72498;72499;72564;72568;72569;72570
v11709	12930	17232	287249;287250;287251;287260;287265;287275
v12027	13437	17183	73731;73732;73733;73737;73742;73762;73769;73774;73800;73801;73802;73839;73845
v12170	13673	17173	35281;35282;35283;35292;35293;35336;35347;35356
v12171	13673	17183	76023;76025;76026;76028;76030;76039;76040;76042;76044;76056;76058;76059;76060;76061;76068;76090
v12185	13703	17201	157137;157160;157166
v12186	13703	17252	362234;362235;362236
v12193	13713	17167	5994;5995;5996;5998;6085;6178;6218;6219;6307;6310;6330;6355;6359;6377;7583;7584;7741;7742;7744;7779;8191;8192;8206;8214;8222;8228
v12376	14062	17315	476845;476846;476852;476853;476854;476871;476987
v12437	14166	17251	357796;357797;357798;357800;357801;357818;357846;357847;357848;359531;359532;359533;359534;359535;359536;359541;359542
v12692	14617	17189	104744;104745;104746;104747;104756;104806;104807;104810;104815;104839;104845;104859;104874;104926;104931;104969;104980;104984;104989;104996;105002;105004;105006;105007;105009
v12707	14649	17179	58179;58180;58181;58196;58198;58212;58214;58221;58303;58324;58325;58329;58334;58338;58339;58341;58343;58345;58346
v12828	14873	17254	366016;366017;366018;366023
v12875	14938	17311	468321;468322;468323;468340;468348;468356;468357;468359;468370;468371
v13098	15289	17241	323276;323277;323278;323279;323289;323295
v13614	16201	17256	373026;373027;373028;373029;373032;373034;373037;373056;373071
v13887	16701	17265	391227;391228;391230;391231;391232;391233
v13888	16701	17285	424267;424269;424272;424275;424296;424303;424426;424427
v13926	16788	17251	359675;359676;359677;359680
v13927	16788	17258	382077;382078;382080;382081
v13928	16791	17268	392945;392957;392964;392966;392967;392968;392972
v13985	16877	17175	44711;44726;44776;44780;44781;44795;44825;44918;44930;44933;44951;44977;45049;45089;45090;45095;45096;45097;45313;46605;46606;46607;46609
v14143	17161	17170	24371;24372;24373;24380;24384;24385;24392;24400
v14378	17565	17189	105109
v14379	17565	17332	509857
v14380	17565	17345	535311;535312;535318;535327;535332;535349;535351;535352;535364;535366;535374;535404
v14408	17624	17209	192423;192424;192427;192460;192467;192468;192471;193055
v14523	17834	17285	424177;424178;424179;424180;424181;424183;424202;424203;424204;424207;424283;424335;424339;424343;424344;424347
v14540	17859	17178	55968;55969;55970;55971;55973;55975;55976;55984;55985;55986;55993
v14812	18379	17168	11253;11269;11272;11275;11346;11370;11374;11378;11379;11393;11401;11634;11639;11640;11643;11806;11808;11853;13784;13785;13786;13877
v14910	18582	17184	78772;78773;78774;78779;78782;78783;78786;78806;78849;78851;78853;78864;79204;79228;79240;79241;79242;79245;79247;79263;79264;79265;79277
v15061	18829	17185	83185;83186;83188;83191;83209;83325;83326;83338;83370;83382;83386;83458;83459;83460;83463;83476;83491;83671;83674;83676;83679;83681
v15349	19403	17293	440616;440617;440618;440619;440637;440642;440644;440646;440649;440660;440662;440663;440670;440675;440696;440745;440746;440748;440750;440770;440771;440774
v15408	19528	17246	340733;340734;340735;340736;340737;340738;340744;340745;340746;340747;340750
v15542	19799	17214	213762;213765;213766;213767;213768;213770;213777;213779;213781;213782;213785;213789;213841;213844;213852;214058;214059;214060;214066;214067
v15680	20063	17185	81514;81515;81516;81518;81520;81530;81531;81559;81560;81563;81564;81566;81575;81614;81615;81621;81623;81691;81692;81694
v15865	20416	17328	503028;503029;503033;503121;503133;503160;503184;503214;503215;503216;503232;503275
v15930	20525	17207	183907;183908;183909
v16039	20763	17279	416153;416154;416156;416157;416158;416163;416164;416168;416169;416170;416227;416228
v16118	20909	17182	72368;72369;72370;72380;72386;72410;72412;72413;72414;72416;72426
v16119	20909	17231	284002;284003;284004;284006;284007;284013;284014;284029
v16212	21077	17179	58728;58729;58767;58768;58800;58801;58826;58935;59004
v16213	21077	17317	484073;484074;484075;484076;484077;484079;484080;484081;484093;484107;484108
v16476	21674	17196	129836;129837;129838;129842;129867;129907;129911
v16477	21674	17200	151212;151213;151233;151257;151262;151271;151274;151299;151320;151321;151328;151333;151335
v16671	22090	17255	368185;368186;368187;368188;368189;368191;368192;368197
v16672	22090	17299	448027;448028;448029;448036;448037;448043;448045;448050;448100;448102;448104
v16840	22456	17178	56351;56352;56368;56369;56382;56392;56399;56402;56404;56405;56414;56444;56493;56500;56506;56507;56509;56526;56535;56536;56539
v16995	22775	17244	335035;335036;335038;335040;335062
v16996	22775	17245	337688;337689;337693;337699;338161;338162;338164;338201
v16997	22775	17268	393219;393221;393222;393224
v17024	22846	17258	378141;378142;378149;378150;378155;378156;378157;378198;378210;378215;378218;378223;378224;378225;378235;378244;378279;378280;378281;378312;378313
v17085	22970	17190	106268;106269;106270;106284;106289;106678;106679;106680;106690;106709;106724;106735;106745;106747;106940;106947;106950;106965;106967
v17322	23456	17206	182236;182237;182242;182245;182253;182254;182258;182261;182264
v17323	23456	17208	187304;187306;187321;187344;187352;187364
v17478	23786	17194	120366;120367;120368;120388;120404;120418;120422;120426;120435;120453;120476;120477;120481;120491;120502;120535;120544;120760;120761;120762
v17586	24013	17216	223822;223823;223828;223829;223832;223836
v17587	24013	17242	326516;326517;326518;326523
v17631	24119	17208	188422;188423;188424;188444;188453
v17632	24119	17288	430801;430802;430803;430804;430806
v17953	24744	17207	183152;183153;183154;183155;183178;183179;183180;183181;183183;183193;183194;183197;183198;183199;183202;183227;183237;183242;183256;183258
v17961	24773	17205	178245;178246;178248;178316;178323;178331;178332;178335;178364;178394;178408;178411;178481;178639;178643;178644;178647;178648;178680
v17969	24792	17177	54087;54088;54089;54090;54093;54095;54183;54188
v17970	24792	17242	328003;328004;328012;328014;328160;328341
v18153	25188	17235	300808;300809;300815;300830;300831;300874;300878;300879;300882;300883;300934;301004;301045;301051;301102;301105;301132;301133
v18324	25597	17219	234010;234011;234012;234013;234016;234017;234019;234025;234028;234029;234030;234031;234032;234036
v18341	25625	17183	74968;74969;74974;74978;75303;75304;75317
v18342	25625	17216	222154;222155;222156;222157;222218;222302;222303;222305;222306;222387;222974
v18512	26007	17252	360023;360024;360025;360033;360037;360038
v18618	26230	17213	208313;208314;208315;208316;208319;208347;208377;208402;208422;208423;208424;208425;208441;208480;208483;208486;208516;208519;208524
v18622	26238	17311	467357;467358;467359;467411;467412;467413;467414;467425
v18658	26349	17196	129319;129320;129321;129327;129328;129331;129339;129345;129346;129349;129380;129381;129385;129388;129414;129417;129476;129484;129515
v18776	26654	17243	332132;332133;332134;332135;332137;332140;332141;332144;332151;332152;332153;332154;332155;332166;332168;332169;332170;332175
v18924	27018	17215	219457;219458;219459;219461;219463;219464;219465;219469;219471
v18957	27089	17247	344383;344384;344385;344388;344400;344403;344404
v19294	27891	17270	394989;394990
v19320	27964	17169	21110;21121
v19321	27964	17208	186912;186913;186928;186944;187002;187026
v19322	27964	17224	255686;255687;255693;255694;255851
v19334	27998	17274	405150;405151;405153;405154;405156;405175;405185;405186;405190;405192;405201;405203;405233;405234;405291;405292;405299;405326
v19486	28320	17191	110001;110002;110003;110005;110014;110054;110085;110096;110098;110108;110113;110125;110130;110131;110132;110135;110249;110254
v19528	28412	17229	275389;275390;275391;275392;275418;275506;275507;275512;275518;275544
v19529	28412	17235	301057;301058;301059
v19801	28941	17336	517454;517455;517473;517492;517506;517550;517551;517552;517662;517663;517665;517743;517746;517766;517767;517768
v19836	29042	17287	428257;428258;428260;428261;428268;428286;428287;428289;428290;428345
v19873	29118	17192	114450;114451;114452;114455;114458;114459
v19874	29118	17197	136974;136975;136976;137003;137011;137101;137143;137191;137192;137197
v19913	29214	17274	405451;405452;405455;405456;405461;405462;405468;405469;405470;405488
v19955	29322	17285	422858;422859;422860;422862;422869;422884;422959;422961;422962;422963;422964;423014;423140;423198;423202;423204;423205
v20000	29451	17234	293488;293489;293490;293491;293508;293518;293525;293537;293538;293549;293560;293569
v20131	29746	17258	381305;381306;381307;381309;381341;381344;381359;381360;381377
v20194	29905	17316	480484;480485;480486;480494
v20403	30446	17199	146118;146119;146122;146123;146127;146140;146141;146143;146161;146166;146167;146168;146174;146179;146270;146275;146303
v20477	30611	17229	275179;275180;275181;275182;275189;275190;275191;275194;275307;275519;275694;275710;275711;275712
v20677	31166	17240	318584;318587;318589;318665;318666
v20678	31166	17248	347401;347404;347405;347455;347478;347541;347652;347795;347823;348184
v20687	31186	17192	115561;115562;115563;115564;115565
v20688	31186	17342	530250;530260;530261
v20998	31969	17168	12158;12159;12160;12162;12166;12180;12237;12305;12344;12451;12452;12453;12455;12532;12552
v20999	31970	17206	179601;179602;179605;180890;180891
v21091	32200	17280	416534;416535;416536;416537;416538;416539;416543;416559;416560;416570;416571;416572;416582;416583;416586;416587
v21445	33039	17236	303085;303086;303087;303088;303089;303090;303100;303113;303114;303117;303118;303119;303132;303133;303134;303135;303137
v21699	33651	17174	40631;40632;40633;40634;40635;40638;40640;40647;40655;40656;40659;40661;40662
v21892	34120	17168	10881;10882;10884;10887;10890;10899;10900;10905;10935;10936;10939;10965;10968;11090;11105;11106
v21945	34254	17171	26410;26411;26420;26432;26434;26454;26463;26494;26532;26542;26549;26551;26553;26570;26956;27057
v22016	34431	17174	42092;42098;42192;42193;42224;42254;42257;42259;42260;42262;42273;42297;42354;42357;42358;42360
v22098	34653	17331	507495;507496;507497;507501;507502;507503;507504;507509;507514;507516;507519;507529;507531
v22186	34851	17214	210955;210956;210958;210965;210979;210980;210986;211014
v22650	36096	17190	108695;108696;108697;108704;108705;108775;108818;108831;108832;108833;109180;109294;109306;109307;109308
v22761	36371	17258	381142;381143;381145;381166;381223;381287
v22762	36371	17278	412418;412419;412431;412434;412438;412439
v22903	36747	17248	346215;346216;346217;346219;346223;346243
v23001	37041	17222	245346;245347;245348;245355;245378;245379;245395;245396;245397;245398;245568;245578;245616;245618;245649;245650
v23017	37079	17196	131789;131791;131792;131793;131862;131863;131865;131871;131887;131891;131892;131893;131924;131976;131977;132001
v23098	37234	17240	318196;318197;318208;318219;318224;318226;318229;318237;318238;318266;318328;318329;318330;318335;318336
v23195	37491	17271	397760;397761;397763;399170;399192;399193;399194;399201;399211;399238
v23196	37491	17277	411426;411427;411429;411431
v23219	37539	17182	70537;70538;70539;70540;70541;70553;70569
v23419	38103	17233	290282;290285;290290;290311;290312;290315;290541;290685;290700;290712;290816;290873;290905;290992;291004
v23479	38265	17340	525658;525659;525665;525666;525667;525677;525684;525685;525686;525688;525701;525707;525712;525713;525714
v23531	38388	17209	191571;191572;191581;191582;191583;191584;191596;191605;191606;191613;191648;191660;191661;191687;191688
v23540	38408	17196	128782;128783;128843;128844;128853;128897;128899;128900;128901;128905;129117;129130;129218;129256;129274
v23579	38491	17228	269747;269748;269749;269750;269757;269765;269792;269810;269811;269829;269835;269836;269865;269868;269869
v23611	38562	17304	456477;456478;456479;456480;456541;456551;456552;456555;456556;456573;456609;456610;456612;456619
v23707	38848	17229	277843;277844;277845;277847;277851;277859;277868;277870;277872;277875;277886
v23824	39220	17257	375508;375509;375510;375511;375521;375532;375533;375534;375540;375564;375565;375566;375571
v23844	39281	17248	346684;346685;346687;346870;346872;346873;347119;347120;347121;347283;347284;347285
v23872	39372	17227	268095;268096;268097;268098;268102;268111;268117;268139;268151;268153;268168;268169
v23941	39553	17213	207722;207723;207726;207732;207757;207763;207773;207774;208452;208463;208464;208465;208503;208504
v24282	40431	17182	69870;69871;69873;69874;69885;69886
v24293	40460	17340	525068;525069;525070;525071;525072;525073;525074;525075;525109;525135;525214;525215;525216
v25436	43861	17251	356203;356204;356205;356207;356214;356223;356224;356225;356226;356233;356250;356265;356266
v25618	44347	17229	277506;277507;277509;277514;277516;277517;277538;277547;277561;277562;277592;277600;277614;277615
v25733	44717	17256	373487;373488;373489;373490;373508;373509;373510;373521;373589;373590;373633
v25734	44717	17320	488698;488699
v25932	45256	17186	88784;88785;88786;88802;88841;88846;88887;88893;88894;88895;88918;88925
v26115	45809	17167	1366;1367;1376;1388;1389;1397;1411;1420;1495;1591;1592;1598;1604
v26210	46099	17232	288065;288066;288067;288104;288110
v26307	46430	17219	234038;234039;234040;234041;234070;234071;234087;234091;234098;234099;234103;234153;234154
v26387	46656	17209	194594;194595;194596;194605;194606;194617;194620;194621;194637;194656;194660;194664
v26694	47537	17287	429258;429259;429260;429272;429273;429274;429277;429280
v26695	47537	17329	505020
v26751	47680	17177	53031;53032;53059;53060;53074;53082;53083;53130;53146;53147;53357;53358;53359
v27091	48674	17246	339315;339316;339359;339360;339376;339384;339386;339387;339388;339432;339531;339532;339534
v27201	48997	17254	367460;367461;367462;367470;367471;367472
v27285	49263	17244	334766;334767;334769;334774;334779;334808
v27371	49532	17327	500157;500158;500162;500179;500324;500350;500352;500353;500371;500382;500524;500529
v27378	49549	17199	147831;147832;147833;147834;147845;147991;147992;147997;148001;148007;148101;148108
v27416	49643	17184	79278;79279;79282;79283;79289;79298;79299;79300;79302;79799;79801;79850;79868
v27566	50144	17168	8389;8393;8394;8404;8421;8427;8445;8505;8507;8508;8521
v27656	50441	17282	418825;418826;418827;418829;418833;418834
v27695	50535	17172	28793;28794;28804;28822;28823;28844;28865;28871;28873;28933;28935;28936;29101
v27780	50777	17207	183358;183359;183360;183483;183523;183531;183741;183742;183743;183756;183792;183794
v28031	51525	17316	482014;482015;482016;482031;482032;482034;482038;482040;482041;482044;482045;482046;482047
v28155	51886	17195	123031;123032;123033;123034;123144;123145;123146;123169;123170;123177;123180;123183;123185
v28166	51923	17338	520832;520833;520834;520835;520871;520872;520882;520883;520891;520951;520976;520987
v28182	51971	17200	153175;153176;153177;153194;153230;153296;153309;153320;153354;153571;153674;153681;153770
v28282	52283	17189	103043;103044;103045;103046;103047;103053;103054;103061;103062;103063;103155;103156
v28406	52631	17327	499321;499322;499323;499324;499328;499359;499427;499435;499436;499437;499438;499439;499442
v28424	52676	17242	325408
v28441	52714	17328	502360;502361;502422;502423;502424;502425;502428;502429;502430;502441;502442;502455
v28650	53322	17179	59800;59801;59802;59805;59816;59817;59822;59843;59869;59928;59978;59988;59994
v28677	53406	17239	316876;316878;316884;316891;316910;316913
v28776	53697	17195	123907;123909;123910;123913;123956;123959;124088;124089;124092;124388;124389;124398
v28889	54062	17311	468259;468260;468270;468275;468277;468326;468327;468328;468331;468332;468333;468334
v28921	54159	17248	346259;346265;346272;346278;346285;346298;346299;346366;346387;346388
v29009	54381	17179	59491;59495;59505;59506;59509;59533;59534;59535;59538;59554;59561;59592;59603
v29112	54705	17291	437698;437699;437700;437707;437790;437791;437792;437909;437924;437925;437928
v29141	54797	17179	58528;58529;58536;58547;58548;58549;58571;58586;58608;58613;58636;58639
v29171	54919	17292	439615;439616;439617;439620;439653;439655;439660;439679;439685;439686
v29230	55145	17228	270312;270313;270314
v29697	56655	17248	348437;348438;348440;348441;348442;348444;348445;348446;348448;348461;348462
v29736	56752	17188	96836;96848;96849;96940;96943;96950;96957;97401;97405;97458;97465
v29776	56862	17223	253637;253638;253639;253641;253642;253662
v29812	56987	17195	123850;123851;123900;123905;123908;123912;123919;123926;123981;124016;124023;124042
v29868	57198	17297	445363;445364;445365;445366;445367;445369;445384;445385;445390
v29967	57483	17175	45507;45575;45576
v29979	57523	17200	151379;151380;151381;151382;151388;151393;151419;151457;151458;151481;151530;151531
v30035	57680	17214	212215;212216;212221;212233;212273;212283;212314;212354;212451;212472;212473;212483
v30042	57697	17173	35584;35585;35586;35588;35606;35607;35608;35609;35618;35619;35654;35673
v30127	57996	17187	91418;91419;91456;91481;91539;92870;92871;92872;92921;92952;92982
v30155	58085	17168	11006;11010;11012;11013;11017;11040;11056;11113
v30156	58088	17173	35953
v30157	58088	17306	460050;460051;460052;460053;460066;460071
v30398	58842	17342	530091;530092;530101
v30615	59556	17214	211780;211781;211791;211799;211814;211825;211831;211837;211907;211915
v30619	59568	17215	219383;219384;219409;219435;220119;220120;220121;220125;220126;220131;220132
v30756	60024	17182	70082;70083;70084;70085;70138;70139;70167;70299;70359;70369
v30820	60228	17180	63814;63815;63816;63823;63862;63898;63925;63929;63931;63942;63964;64192
v30833	60281	17241	321525;321526;321527;321528;321529;321539;321545;321546;321547;321548;321560
v30864	60395	17231	284953;284954;284968;284969;284975;285014;285019;285064;285065;285125;285127;285128
v31037	60938	17230	281559;281561;281590;281596;281597;281598;281609;281624;281656;281661;281669;281670
v31122	61196	17236	304310;304311;304312;304317;304376;304389;304394;304399;304403;304419;304420;304498
v31154	61289	17238	313403;313404;313405;313413;313473;313474;313475;313506;313526;313682;313683;313688
v31423	62158	17257	374737;374738;374739;374744;374756;374800;374802;374814;374822;375011;375012;375014
v31575	62636	17174	41731;41732;41733;41734;41792;41799;41800;41863;41926;42311;42343;42344
v31814	63482	17200	150130;150131;150132;150134;150168;150171;150176;150177;150179;150183
v31918	63848	17186	87428;87429;87430;87432;87468;87469;87470;87480;87521;87538;87578
v32483	65683	17201	157394;157395;157428;157440;157441;157443;157445;157526;157595;157610;157656
v32586	66031	17269	393592;393593;393597;393600;393605;393618;393621;393622;393636;393642;393643
v32620	66146	17346	535939;535941;535946;535947;535957;535958;535960;535961;535962;535963
v32735	66533	17233	291617;291618;291620;291621;291626;291627;291634;291646
v32988	67406	17215	216350;216357;216383;216402;216403;216430;216449;216450;216451;216466
v32993	67420	17306	460008;460009;460010;460015;460017;460022
v33436	68809	17193	115661;115662;115663;115664;115665;115667;115668;115676;115682;115683;115687
v33533	69136	17319	487540;487541;487542;487544
v33534	69136	17322	492198;492199;492200;492205
v33548	69181	17327	500451;500452;500453;500463;500478;500493;500630;500638;500639;500651;500659
v33650	69519	17206	181378;181379;181380;181405;181445;181460;181469;181487;181502;181520;181543
v33697	69651	17347	537673;537674;537685;537686;537687;537688;537695;537861;537862;537864;537865
v33703	69671	17214	212839;212840;212841;212851;212854;212870;212871;212889;212912;212913;212971
v33863	70194	17264	390550;390551;390552;390553;390554;390555;390593;390600;390602;390628;390631
v34271	71516	17205	178297;178298;178299;178314;178351;178382;178384;178386;178387;178393;178407
v34287	71569	17169	16044;16045;16046;16050;16053;16057;16059;16080;16082;16084;16090
v34345	71808	17206	180434;180435;180436;180442;180446;180459;180460;180461;180462;180464;180494
v34489	72348	17245	337868;337870;337897;337898;337907
v34568	72570	17215	216280;216289;216290;216340;216341;216375;216376;216377;216378;216388;216668
v34582	72602	17262	388488;388489;388490;388492;388496;388499
v34586	72615	17205	179107;179114;179115;179119;179120;179121;179122;179133;179135;179174
v34588	72625	17314	475250;475251;475342;475591;475592;475593;475594;475613;475614;475615;475687
v34618	72736	17223	250476;250477;250478;250483;250484;250485
v34619	72736	17231	285475;285476;285480;285481
v34684	72988	17231	284390;284391;284392;284393;284398;284421;284422;284451;284454;284475;284524
v34712	73094	17292	439465;439466;439472
